Title,Detail URL,Location,Bedrooms,Bathrooms,House Size,Price,Property Type,Listing Date,Amenities
4 Bedroom Apartment / Flat,https://www.property24.co.ke/4-bedroom-apartment-flat-for-sale-in-kileleshwa-116705612,Kileleshwa,4,5.5,196 m²,KSh 18 000 000,Apartment / Flat,01-Dec-25,"Outdoor Swimming Pool, Fully Equipped Gym, Sauna & Steam Room, Yoga Room, Children’s Play Area, Private Cinema Room, Games Room, Cafeteria & Restaurant, Health Centre (for Residents), Mini Golf Course, Tennis & Badminton Courts, Borehole Water Supply, Backup Generator, High-Speed Lifts, Top-Notch Finishes, For Inquiries or Viewing Arrangements:, Contact / WhatsApp: +254 721 514 314"
2 Bedroom Apartment / Flat,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-kileleshwa-116719304,Kileleshwa,2,1,70 m²,KSh 7 000 000,Apartment / Flat,05-Dec-25,
2 Bedroom Apartment / Flat,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-south-c-116815221,South C,2,2,77 m²,KSh 8 400 000,Apartment / Flat,18-Jan-26,
Vacant Land / Plot,https://www.property24.co.ke/vacant-land-plot-for-sale-in-karen-116854997,Karen,2,2,2 000 m²,KSh 37 000 000,Vacant Land / Plot,28-Jan-26,
4 Bedroom Apartment / Flat,https://www.property24.co.ke/4-bedroom-apartment-flat-for-sale-in-kilimani-116711379,Kilimani,4,4,130 m²,KSh 13 000 000,Apartment / Flat,03-Dec-25,
2 Bedroom Apartment / Flat,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-kileleshwa-116851824,Kileleshwa,2,2,136 m²,KSh 12 800 000,Apartment / Flat,27-Jan-26,?? Call / WhatsApp: 0748158876
2 Bedroom Apartment / Flat,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-kileleshwa-116850043,Kileleshwa,2,2,128 m²,KSh 12 000 000,Apartment / Flat,27-Jan-26,?? Call / WhatsApp: 0748158876
2 Bedroom Apartment / Flat,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-westlands-116799643,Westlands,2,2,105 m²,KSh 10 500 000,Apartment / Flat,14-Jan-26,"Designed to elevate everyday living, residents enjoy:, ?? Investment Highlights"
House,https://www.property24.co.ke/house-for-sale-in-mountain-view-116714652,Mountain View,3,3,8 m²,KSh 75 000 000,House,03-Dec-25,??Sale Kshs 75M
2 Bedroom Apartment / Flat,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-westlands-116672546,Westlands,2,3,145 m²,KSh 14 000 000,Apartment / Flat,20-Nov-25,"# High-Speed Lifts: 2 per block for seamless movement, # Heated Swimming Pool: Enjoy year-round luxury, # Kids’ Play Area: Safe and fun for children, # Café: Relax and unwind, # Yoga Studio: Wellness at your doorstep, # CCTV Surveillance: 24/7 security monitoring, # Water Borehole: Reliable water supply, # Mini Shop: Convenience within the residence, # Control Room: Enhanced security and monitoring, # Modern, High-Quality Finishing: Crafted for luxury, Seamlessly blends luxury, convenience, and an unbeatable location., Secure your unit today! Completion Date: Q3 2027, PAYMENT"
4 Bedroom Apartment / Flat,https://www.property24.co.ke/4-bedroom-apartment-flat-for-sale-in-loresho-116905037,Loresho,4,4,233 m²,KSh 68 000 000,Apartment / Flat,10-Feb-26,
Commercial Property,https://www.property24.co.ke/commercial-property-for-sale-in-nairobi-cbd-116925367,Nairobi CBD,4,5,150 m²,KSh 1 050 000 000,Commercial Property,15-Feb-26,
3 Bedroom Townhouse,https://www.property24.co.ke/3-bedroom-townhouse-for-sale-in-westlands-116942360,Westlands,3,3,204 m²,KSh 23 000 000,Townhouse,19-Feb-26,"CCTV surveillance for enhanced security, Borehole water supply, Backup generator for common areas and apartments, Site Influence & Location Advantages, Investment & Lifestyle Appeal"
1 Bedroom Apartment / Flat,https://www.property24.co.ke/1-bedroom-apartment-flat-for-sale-in-kileleshwa-116942365,Kileleshwa,1,1,95 m²,KSh 5 850 000,Apartment / Flat,19-Feb-26,
2 Bedroom Apartment / Flat,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-kileleshwa-116942073,Kileleshwa,2,2,130 m²,KSh 10 000 000,Apartment / Flat,19-Feb-26,
2 Bedroom Apartment / Flat,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-kilimani-116672033,Kilimani,2,2,112 m²,KSh 11 500 000,Apartment / Flat,19-Nov-25,"Elevators, Events Center, Kids Play Area, Lights Fixtures, Fitted Kitchens"
5 Bedroom Townhouse,https://www.property24.co.ke/5-bedroom-townhouse-for-sale-in-karen-116763242,Karen,5,5.5,0.5 acres,KSh 100 000 000,Townhouse,29-Dec-25,
1 Bedroom Apartment / Flat,https://www.property24.co.ke/1-bedroom-apartment-flat-for-sale-in-kileleshwa-116666382,Kileleshwa,1,1,58 m²,KSh 5 800 000,Apartment / Flat,18-Nov-25,"58 sqm — KSh 5.8M, 64 sqm — KSh 6.3M, 66 sqm — KSh 6.5M, 82 sqm — KSh 8.2M, 111 sqm — KSh 10.4M, 119 sqm — KSh 11.2M, 128 sqm — KSh 12.5M, 135 sqm — KSh 12.7M, 136 sqm — KSh 12.8M, Infinity swimming pool, Fully equipped gym & yoga studio, Kids play area, Coffee bar &, Massage & wellness room, Borehole & full backup generator, Prime Kileleshwa location, High rental demand & excellent ROI, Spacious layouts with elegant interiors, Peaceful, green surroundings with easy city access"
2 Bedroom Apartment / Flat,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-riverside-116886419,Riverside,2,2,109 m²,KSh 12 700 000,Apartment / Flat,05-Feb-26,
9 Bedroom House,https://www.property24.co.ke/9-bedroom-house-for-sale-in-karen-116892654,Karen,9,9,40 m²,KSh 260 000 000,House,06-Feb-26,
2 Bedroom Apartment / Flat,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-kilimani-116844604,Kilimani,2,2,104 m²,KSh 10 000 000,Apartment / Flat,26-Jan-26,
2 Bedroom Apartment / Flat,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-riverside-116868451,Riverside,2,2,109 m²,KSh 12 700 000,Apartment / Flat,31-Jan-26,
2 Bedroom Apartment / Flat,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-westlands-116897169,Westlands,2,2,130 m²,KSh 13 800 000,Apartment / Flat,07-Feb-26,"Residents enjoy seamless access to:, ?? Top restaurants, cafes, and nightlife spots, ?? International schools and medical facilities, ?? Gyms, wellness centers, and recreational spaces, ?? Major roads with easy access to CBD and Gigiri, ?? **Ideal For:**, ?? Investors targeting consistent rental returns, ?? Professionals looking for convenience and prestige, ?? Buyers seeking future-proof property in a prime location, ?? *Get in touch today for pricing, floor plans, and investment projections.**, Call/Whatsapp +254 796 007 755"
6 Bedroom Townhouse,https://www.property24.co.ke/6-bedroom-townhouse-for-sale-in-runda-116924260,Runda,6,7,0.25 acres,KSh 110 000 000,Townhouse,14-Feb-26,
3 Bedroom Apartment / Flat,https://www.property24.co.ke/3-bedroom-apartment-flat-for-sale-in-syokimau-116751037,Syokimau,3,3,143 m²,KSh 9 700 000,Apartment / Flat,18-Dec-25,"?Large windows that allows alot of natural light in the spacious  rooms, ?spacious open/closed kitchen with ample storage  space, ?Large wardrobe with enough  storage space for his/hers, ?all the units comes with a balcony, ?high speed lifts; two per floor, ?2 boreholes, ?Semi Olympic size swimming pool with both the children and adults sections, ?Kids play area, ?Shopping complex, ?24 hour manned security gate, ?CCTV surveillance, ? Among others, Asking prices, A. Studio size is 38sqm selling at ksh 3.5m, b. One Bedroom size is 68sqm selling at ksh 5.5m, c. Two Bedroom size is 109sqm selling at ksh 7M, D.Three bedroom without dsq Size is 143sqm selling  at ksh 9.7m, e.Three bedroom with a dsq Size is 155sqm selling  at ksh 11M, F. Four Bedroom with a dsq Size is 173sqm selling at ksh 13.5M, For viewing and more information call/WhatsApp on 0724415336"
4 Bedroom Apartment / Flat,https://www.property24.co.ke/4-bedroom-apartment-flat-for-sale-in-kileleshwa-116854453,Kileleshwa,4,4,272 m²,KSh 28 000 000,Apartment / Flat,28-Jan-26,
2 Bedroom Apartment / Flat,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-westlands-116932168,Westlands,2,2,83 m²,KSh 12 100 000,Apartment / Flat,17-Feb-26,"Experience elevated living with a curated selection of premium facilities:, Rooftop infinity pool with stunning city views, Fully equipped modern gym, Elegant lobby and welcoming waiting area, Private spa and dedicated spa room, Quiet library for work or relaxation, Rooftop lounge and exclusive sky club bar, 270-degree panoramic views, High-speed lifts, Golf court for leisure and recreation"
Townhouse,https://www.property24.co.ke/townhouse-for-sale-in-runda-116910754,Runda,4,4,67 m²,KSh 48 500 000,Townhouse,11-Feb-26,
Vacant Land / Plot,https://www.property24.co.ke/vacant-land-plot-for-sale-in-karen-116764523,Karen,5,6,5 acres,KSh 420 000 000,Vacant Land / Plot,31-Dec-25,
Vacant Land / Plot,https://www.property24.co.ke/vacant-land-plot-for-sale-in-karen-116885731,Karen,3,3,5 acres,KSh 700 000 000,Vacant Land / Plot,04-Feb-26,
3 Bedroom Apartment / Flat,https://www.property24.co.ke/3-bedroom-apartment-flat-for-sale-in-westlands-116925634,Westlands,3,2,60 m²,KSh 43 000 000,Apartment / Flat,16-Feb-26,"Payments., There are special discounts:, 1) The cash buyers get 7% off"
1 Bedroom Apartment / Flat,https://www.property24.co.ke/1-bedroom-apartment-flat-for-sale-in-westlands-116657694,Westlands,1,1,58 m²,KSh 8 700 000,Apartment / Flat,16-Nov-25,
3 Bedroom Apartment / Flat,https://www.property24.co.ke/3-bedroom-apartment-flat-for-sale-in-kilimani-116757058,Kilimani,3,3,110 m²,KSh 11 000 000,Apartment / Flat,22-Dec-25,
3 Bedroom Apartment / Flat,https://www.property24.co.ke/3-bedroom-apartment-flat-for-sale-in-kileleshwa-116780124,Kileleshwa,3,3,150 m²,KSh 30 000 000,Apartment / Flat,08-Jan-26,
1 Bedroom Apartment / Flat,https://www.property24.co.ke/1-bedroom-apartment-flat-for-sale-in-westlands-116642572,Westlands,1,1,85 m²,KSh 8 700 000,Apartment / Flat,12-Nov-25,
2 Bedroom Apartment / Flat,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-kilimani-116844367,Kilimani,2,2,108 m²,KSh 10 000 000,Apartment / Flat,25-Jan-26,
1 Bedroom Apartment / Flat,https://www.property24.co.ke/1-bedroom-apartment-flat-for-sale-in-mirema-116908936,Mirema,1,1,85 m²,KSh 2 100 000,Apartment / Flat,10-Feb-26,
4 Bedroom Townhouse,https://www.property24.co.ke/4-bedroom-townhouse-for-sale-in-loresho-116864814,Loresho,4,5,100 m²,KSh 30 800 000,Townhouse,30-Jan-26,
4 Bedroom Apartment / Flat,https://www.property24.co.ke/4-bedroom-apartment-flat-for-sale-in-kileleshwa-116842971,Kileleshwa,4,4,260 m²,KSh 24 000 000,Apartment / Flat,25-Jan-26,
2 Bedroom Apartment / Flat,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-kilimani-116663983,Kilimani,2,2,88 m²,KSh 10 000 000,Apartment / Flat,18-Nov-25,"Minutes from top schools, hospitals, malls, and transport links, Lifestyle Amenities, Wellness: Yoga Studio, Gym, Jacuzzi, Spa & Sauna, Entertainment: Cinema, Sky Bar & Lounge, Infinity Swimming Pool, Family Spaces: Kids’ Playroom,, Productivity: Co-working Spaces, Creative Room, Commercial Laundry Area, Iconic Design, Striking curved glass façade, suspended rooms & floor-to-ceiling windows, Panoramic city views and abundant natural light, Smart, flexible layouts tailored for modern living, Floors 1–3: From KES 6.2m – 7.0M, Floors 4–5: From KES 6.5m – 7.3M, Floors 6–10: From KES 6.7m – 7.5M, Floors 11–15: From KES 6.9m – 7.7M, Floors 16–19: From KES 7.1m – 7.9M, Floors 1–3: From KES 6.6m – 7.4M, Floors 4–5: From KES 7.0m – 7.8M, Floors 6–9: From KES 7.2m – 8.0M, Floors 13–16: From KES 7.4m – 8.2M, Floors 1–3: From KES 10.0m – 10.8M, Floors 4–5: From KES 10.2m – 11.0M, Floors 6–10: From KES 10.4m – 11.2M, Floors 11–15: From KES 10.6m – 11.4M, Floors 16–19: From KES 10.8m – 11.6M, Floors 10–12: From KES 12.3m – 12.9M, Floors 17–19: From KES 12.5m – 13.2M, Floors 1–3: From KES 10.9m – 12.2M, Floors 4–5: From KES 11.4m – 12.4M, Floors 6–10: From KES 11.6m – 12.6M, Floors 11–15: From KES 11.8m – 12.8M, Floors 16–19: From KES 12.1m – 13.0M, Floors 1–3: From KES 12.2m – 13.4M, Floors 4–5: From KES 12.4m – 13.6M, Floors 6–10: From KES 12.6m – 13.8M, Floors 11–15: From KES 12.8m – 14.0M, Floors 16–19: From KES 13.0m – 14.2M"
5 Bedroom House,https://www.property24.co.ke/5-bedroom-house-for-sale-in-runda-116870073,Runda,5,3,280 m²,KSh 115 000 000,House,01-Feb-26,
1.5 Bedroom Apartment / Flat,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-kilimani-116664420,Kilimani,1.5,1,78 m²,KSh 8 550 000,Apartment / Flat,18-Nov-25,"Yaya Centre, Prestige Plaza, Carrefour, St. Nicholas School, Light Academy, Casa Vera Lounge, Frangos Bar, The Monarch Hotel"
2 Bedroom Apartment / Flat,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-langata-116945507,Langata,2,2,5 m²,KSh 10 500 000,Apartment / Flat,19-Feb-26,
4 Bedroom Apartment / Flat,https://www.property24.co.ke/4-bedroom-apartment-flat-for-sale-in-westlands-116642531,Westlands,4,5,172 m²,KSh 31 000 000,Apartment / Flat,12-Nov-25,
2 Bedroom Apartment / Flat,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-kilimani-116842935,Kilimani,2,2,108 m²,KSh 11 400 000,Apartment / Flat,24-Jan-26,
1 Bedroom Apartment / Flat,https://www.property24.co.ke/1-bedroom-apartment-flat-for-sale-in-mirema-116908955,Mirema,1,1,105 m²,KSh 2 900 000,Apartment / Flat,10-Feb-26,
4 Bedroom Townhouse,https://www.property24.co.ke/4-bedroom-townhouse-for-sale-in-loresho-116843862,Loresho,4,4,9260 m²,KSh 100 000 000,Townhouse,25-Jan-26,
4 Bedroom Apartment / Flat,https://www.property24.co.ke/4-bedroom-apartment-flat-for-sale-in-westlands-116728963,Westlands,4,5,275 m²,KSh 36 300 000,Apartment / Flat,09-Dec-25,"•	Spacious Layouts: Thoughtfully designed with high-quality finishes for luxurious living., •	Ensuite Bedrooms: Comfort and privacy in every unit., •	DSQ (Domestic Staff Quarters): Available for all units for added convenience., •	Community Spaces: Business center, Residence Lounge, and an In-House Cinema Hall."
1 Bedroom Apartment / Flat,https://www.property24.co.ke/1-bedroom-apartment-flat-for-sale-in-westlands-116637239,Westlands,1,1,55 m²,KSh 65 000,Apartment / Flat,10-Nov-25,
4 Bedroom Apartment / Flat,https://www.property24.co.ke/4-bedroom-apartment-flat-for-sale-in-spring-valley-116649723,Spring Valley,4,5,53 m²,KSh 31 500 000,Apartment / Flat,13-Nov-25,
2 Bedroom Apartment / Flat,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-kileleshwa-116841781,Kileleshwa,2,2,111 m²,KSh 10 400 000,Apartment / Flat,24-Jan-26,
2 Bedroom Apartment / Flat,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-kitisuru-116951162,Kitisuru,2,3,194 m²,KSh 12 500 000,Apartment / Flat,21-Feb-26,"- 24 -- hour manned gate, - 24/7 CCTV Surveillance, - Fully fitted Gym, - Grand Entrance Lobby, - Full backup generator, - Rooftop Sky Lounge with Scenic Views, - High Speed lift, - Rooftop Sky Lounge, - Co-Working Space, - Beautiful Entrance Lobby, Available unit and Pricing;, 2 Bedroom Duplex -- Price @ KSH.12,500,000/= (Only one unit remaining), 2 Bedroom Penthouse -- Price From 15,800,000 sold out"
1 Bedroom Apartment / Flat,https://www.property24.co.ke/1-bedroom-apartment-flat-for-sale-in-westlands-116944786,Westlands,1,1,182 m²,KSh 9 950 000,Apartment / Flat,19-Feb-26,"? Rooftop infinity pool with panoramic Karura forest and city views, ?? Aerial gym,Yoga and Game Room with GTC side city views, ?? Kid's Play Area and Multifunctional room, ?? Mini cinema & kids’ play area, ? Fully Backup generator, ?? 10 High standard elevators with advanced distribution system, ??? Mini mart, Café and Bar, ?Mini Golf, ?? Padel Court, ?? Billiard Room, ?? Family Cinema etc, Why Buy Here:"
2 Bedroom Apartment / Flat,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-kilimani-116841381,Kilimani,2,2,110 m²,KSh 10 600 000,Apartment / Flat,24-Jan-26,
2.5 Bedroom Apartment / Flat,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-westlands-116687121,Westlands,2.5,2.5,130 m²,KSh 17 200 000,Apartment / Flat,25-Nov-25,"Heated rooftop infinity pool with skyline & forest views, Aerial gym, yoga room & game room, Mini mart, café, rooftop bar, and lounge, Concierge, 24/7 CCTV surveillance & full backup generator, 10 high-speed elevators, Rooftop experiences, including mini golf, cinema, and padel court, Studios – 48 sqm, 1-Bedroom Units, 1-Bedroom + Study – 87 sqm, 2-Bedroom Units, 3-Bedroom + DSQ Units, Penthouses, Available on request"
2 Bedroom Apartment / Flat,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-westlands-116642652,Westlands,2,2,501 m²,KSh 12 850 000,Apartment / Flat,12-Nov-25,"Reliable borehole water supply, Fully equipped modern gym, Heated swimming pool, Steam room and sauna, High-speed lifts, Full backup generator, 24-hour CCTV security, Children’s play area, On-site restaurant and café, Elegant residents’ lounge for meetings or relaxation"
2 Bedroom Apartment / Flat,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-kilimani-116900399,Kilimani,2,2,120 m²,KSh 10 500 000,Apartment / Flat,09-Feb-26,"Yaya Centre – 5 mins, Adams Arcade – 6 mins, Prestige Plaza – 7 mins, Makini School, Cavina School & St. Nicholas, International Schools nearby (Braeburn, French School, Riara Group), Project Details, Expected Completion: December 2025, Occupation: Q1 2026, Floors: 17, Modern, Reinforced Concrete Structure, Call/Whatsapp : 0742880335/0796007755"
1 Bedroom Apartment / Flat,https://www.property24.co.ke/1-bedroom-apartment-flat-for-sale-in-westlands-116632392,Westlands,1,1,46 m²,KSh 8 500 000,Apartment / Flat,09-Nov-25,"Rooftop swimming pool, Fully equipped rooftop gym with panoramic glass views, Rooftop coffee lounge and BBQ area, Laundromat, Children’s play zone, CCTV surveillance, intercom, manned security & electric fencing, Borehole and standby generator for uninterrupted service"
4 Bedroom Townhouse,https://www.property24.co.ke/4-bedroom-townhouse-for-sale-in-karen-116697049,Karen,4,5,4 m²,KSh 105 000 000,Townhouse,27-Nov-25,
4 Bedroom Apartment / Flat,https://www.property24.co.ke/4-bedroom-apartment-flat-for-sale-in-westlands-116632611,Westlands,4,5,172 m²,KSh 31 000 000,Apartment / Flat,10-Nov-25,
1 Bedroom Apartment / Flat,https://www.property24.co.ke/1-bedroom-apartment-flat-for-sale-in-westlands-116892402,Westlands,1,1,4 m²,KSh 4 200 000,Apartment / Flat,06-Feb-26,"• Perfect for families, executives & investors"
1 Bedroom Apartment / Flat,https://www.property24.co.ke/1-bedroom-apartment-flat-for-sale-in-kilimani-116870949,Kilimani,1,1,1 acres,KSh 3 500 000,Apartment / Flat,02-Feb-26,"Secure & Comfortable Living – CCTV, backup power, borehole water supply., call us on 0715927643/0723898445"
